artist,album,track,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness
Kali Uchis,Another day in America (with Ozuna),Another day in America (with Ozuna),0SRBovIdW5xMxuw7ZR9pHz,167000,39,0.607,-6.185,0.658,0.0962
The Beach Boys,Surfin' USA,Surfin' U.S.A. - Remastered 2001,0wz1LjDb9ZNEYwOmDJ3Q4b,149373,75,0.55,-5.968,0.854,0.112
Shawn Mendes,Shawn Mendes,Mutual,0rrfXLr1p1yxsUy7LrKoYT,148360,0,0.917,-6.694,0.474,0.133
Nico Landa,El Amor Es un Accidente,Carla Bruni en Obera,622UfFpqMCUVOTSfxuM5xl,274285,1,0.525,-6.717,0.416,0.104
No Te Va Gustar,Venganza,Venganza,0QBMEboyu2DxFTKGbI5nl7,202376,59,0.51,-6.454,0.862,0.235
Dylan Fuentes,MENTE (with Tainy & Mau y Ricky),MENTE (with Tainy & Mau y Ricky),5OVYDbQP9pMKpF0ViSyMty,226338,36,0.742,-5.587,0.759,0.0907
Izan Llunas,Luis Miguel La Serie (Soundtrack),No Me Puedes Dejar Así,6nEDSOTbtLlvGhm3lFalS3,210746,36,0.635,-8.142,0.517,0.4
Madison Beer,Good In Goodbye,Good In Goodbye,1GVF9369j7InydwGztCDIZ,141949,67,0.658,-5.95,0.698,0.174
Izan Llunas,Luis Miguel La Serie (Soundtrack),Decídete,5lRX73MHN130xWXV7p1tKe,185346,35,0.696,-7.938,0.661,0.159
Lonely God,Marlboro Nights,Marlboro Nights,755inykyaG4w22GWAsA3MX,68522,77,0.466,-6.635,0.823,0.332
Almendra,El 1er Álbum Más los Singles,Muchacha (Ojos de Papel),1SXzI5Rnid2ApgNQPmROLm,187786,53,0.361,-14.194,0.208,0.101
Lali,Brava,Una Na,02N1QgHlAaV8BWY3Mgc6lR,226373,45,0.684,-5.929,0.725,0.225
Patrick Doyle,Cinderella,Courage and Kindness,5Me06PVqNHVn0CRrquU11V,278826,0,0.13,-20.013,0.0462,0.0585
Benjamín Amadeo,Vida Lejana,Cómo,5LwquetNvRKfaxsWkBZcBX,212906,28,0.39,-8.934,0.289,0.0991
Bars and Melody,Generation Z,Live Your Life,69vphEWcqtGGTXiJtVAOTC,228013,0,0.688,-6.077,0.77,0.118
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Di Que No Te Vas,6rrn9gDdLNAnB97bhkTRfI,238160,0,0.618,-7.155,0.595,0.132
DaBaby,BLAME IT ON BABY,PRACTICE,4Z5FyQlevoHoa5FsIVKZju,122586,67,0.849,-7.307,0.536,0.126
Gavin James,Only Ticket Home,Cigarette Break,6N4giKsqtwFjeEc1alG68f,245789,40,0.446,-6.224,0.527,0.113
Camilo,Por Primera Vez,Favorito,0jT8Nl0shPS8115is0wD2Q,209765,66,0.606,-2.975,0.853,0.251
Jack Harlow,Sweet Action,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,125302,73,0.899,-7.554,0.691,0.135
Lil Nas X,HOLIDAY,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,154997,74,0.81,-6.924,0.511,0.0832
Random,Chiasso,Chiasso,4UJoAdTMnqxQHKWKLLQpvK,182228,55,0.721,-13.285,0.451,0.101
Grace VanderWaal,Just The Beginning,City Song,3BUnW43cyllWNWTPZxfcxZ,201480,40,0.545,-5.874,0.563,0.306
Bacilos,Grandes Exitos,Pasos de gigantes,1nFegzeHPJCyhM4ZRx6nSc,235893,48,0.705,-5.338,0.666,0.0804
Arnau Griso,"Quiero, Quiero y Quiero","Quiero, Quiero y Quiero",1LyZX8u8DqVFULMViZUwcn,205933,44,0.771,-5.18,0.748,0.105
Selena Gomez,Wolves,Wolves,7EmGUiUaOSGDnUUQUDrOXC,197993,0,0.715,-4.647,0.802,0.177
Rauw Alejandro,Fantasias (Unplugged),Fantasias - Unplugged,6qqd7DGn2VXzxsR4k3Ycun,200593,59,0.714,-5.219,0.528,0.12
Papichamp,Papi Shampu,Papi Shampu,0o221VNm4azkzYYLtxDGgV,181754,0,0.629,-5.572,0.763,0.0455
Khalid,Free Spirit,Hundred,0HEckRWFSknIupbGzavk5d,277080,59,0.772,-10.06,0.483,0.377
James Bay,Peer Pressure (feat. Julia Michaels),Peer Pressure (feat. Julia Michaels),4JWQC6gyYoPRnxRxk0ta2M,176880,0,0.631,-6.083,0.715,0.121
TINI,Muñecas,Muñecas,1PAvhqefivTNdxZ4u8RT1d,156318,77,0.681,-4.79,0.711,0.312
Papichamp,Combi Nueva,Combi Nueva,25YMD8Bf1CiQvAsYz5Bq0p,192000,0,0.797,-6.702,0.614,0.346
El Retutu,En Vivo en Pasión 2017,Hoy Volví A verte - En Vivo,2raqbAGJUgfAYmzmRKQTnN,76747,0,0.839,-23.163,0.308,0.284
Shawn Mendes,Shawn Mendes,When You're Ready,03vyB3AHCuEGfhh7wPc7Yf,169586,0,0.49,-8.887,0.473,0.113
Joaco Terán,Madre Tierra,Viviendo el Momento,5WVc74CkL90CewGGglImuQ,190703,21,0.781,-8.173,0.542,0.0849
Morat,Antes De Los Veinte,Antes De Los Veinte,3I6eB0vl9crGd9u8axNTrp,213801,0,0.634,-5.475,0.791,0.312
Santos Cuneo,Get It On,Get It On,0RMumFdC5GSgg4hsUXnN9b,183414,0,0.74,-12.322,0.548,0.138
Fer Palacio,Bella Ciao,Bella Ciao,06DnNFQMEbBG7QtGwa0rvG,116737,23,0.789,-4.791,0.535,0.367
Gym Class Heroes,The Papercut Chronicles,Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,243773,78,0.72,-6.938,0.744,0.255
James Arthur,YOU,Falling Like The Stars,395KzBy0bkb57dEvg6cfzJ,211653,73,0.552,-9.542,0.347,0.111
The Beatles,Please Please Me,Twist And Shout - Remastered,4Z1fbYp0HuxLBje4MOZcSD,155226,0,0.482,-9.198,0.849,0.0414
Rex Orange County,Apricot Princess,Happiness,2rXVtoLBHuXcNB5DVfIc9p,279693,4,0.399,-9.774,0.235,0.161
Sebastian Yatra,MANTRA,En El Party,3huqVuLynDmAVWkDhY8dgI,186160,41,0.836,-5.064,0.71,0.211
Gaston Soffritti,Simona (Music from the TV Series),Molinos de viento,60jiDd9E2wjwa3rUjatStl,196100,25,0.562,-4.32,0.915,0.132
Khalid,Free Spirit,Twenty One,1NgCWYuBLfqBDA3b8MgSVU,184200,58,0.776,-8.574,0.445,0.124
Bars and Melody,Generation Z,Unconditional,2w6jWGurOy0Hrn3to23Ae3,168533,0,0.915,-7.364,0.723,0.119
Caztro,Ese No Sé Qué,Ese No Sé Qué,4aXeN5uyz4GuUVXoHygP6s,198727,0,0.725,-5.392,0.73,0.107
Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),Happy,6NPVjNh8Jhru9xOmyQigds,233305,1,0.652,-6.819,0.757,0.0886
China Anne McClain,Descendants 2,What's My Name,6hr58jjgkAH865kTng8p63,190720,0,0.723,-4.916,0.932,0.219
Eslabon Armado,Vibras de Noche,24 Horas,0T8lt51Lvj1OAj750PH6X9,317362,69,0.495,-10.145,0.452,0.0821
The Script,Rain,Rain,6FemVsNUb2lzWsDRm14FUJ,209345,0,0.681,-7.638,0.587,0.368
Wisin,Victory,Move Your Body (feat. Timbaland & Bad Bunny),7ixSri6oiQ6QNcqFlDkptD,217573,42,0.48,-3.797,0.861,0.328
Piso 21,Ubuntu,Tiempo,1tMLejQ0YYI3igRBsnJeT9,204120,35,0.559,-7.861,0.654,0.073
Ziv Zaifman,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,269453,75,0.265,-11.689,0.312,0.0893
Shawn Mendes,Live At Madison Square Garden,Bad Reputation - Live,5AD7efI0aJmKYgZvF9m84z,312475,0,0.251,-6.55,0.76,0.929
Shawn Mendes,Shawn Mendes,Because I Had You,7hlhojpax9zg2FNdBLY5ox,142480,0,0.879,-9.753,0.338,0.312
The Vamps,Just My Type,Just My Type,33npucdtC2uQou2OM2KmRQ,211360,50,0.61,-4.012,0.87,0.064
Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,233478,89,0.726,-4.165,0.698,0.309
Mariah Carey,Merry Christmas,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,241106,68,0.336,-7.463,0.627,0.0708
Oscu,Ahora,Ahora,5uHzp7pDABZ7fmAWgrJdbF,171052,60,0.832,-7.333,0.748,0.0697
Ameritz Spanish Karaoke,Te Clavo La Sombrilla (In the Style of Cti Móvil) [Karaoke Version] - Single,Te Clavo la Sombrilla (In The Style Of Cti Móvil) [Karaoke Version],4TkC4CgVjl2Pry5Tp9nKhu,81423,6,0.838,-14.921,0.492,0.221
Bars and Melody,Generation Z,Not A Love Song,7qhIZYMeMZMR6aIY4nQt5T,187520,0,0.489,-7.574,0.672,0.254
Pitbull,Planet Pit (Deluxe Version),"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,252306,85,0.671,-3.206,0.939,0.298
Sech,Que Mas Pues,Que Mas Pues - Remix,1k1CJlU1eAEpAbNK0TVeKD,305962,0,0.648,-5.027,0.661,0.12
Jeremy Zucker,glisten,better off,7bdYxWPCs46dQ0XLwySOyv,193946,65,0.708,-12.46,0.322,0.137
Benjamín Amadeo,Cómo (En Vivo),Cómo (En Vivo),3G5CvWSOsIbCk8mT0J6jm3,224605,13,0.338,-8.287,0.375,0.609
La Champions Liga,La Champions Liga (Esto se va para arriba),Tu sin mi,3bAPMuv5GrMsyJqb9nLSmP,230266,14,0.683,-6.982,0.574,0.221
Khalid,American Teen,Location,152lZdxL1OR0ZMW6KquMif,219080,79,0.736,-11.462,0.449,0.0898
Maluma,23,23,6iHkZiRJcULoqasbboOgig,220613,53,0.833,-7.707,0.524,0.339
Sick Individuals,Hardwell On Air - Best Of January 2018,Never Say Never - Pherato Remix,74OsP5mtC1mb284m49ibQc,196172,0,0.508,-4.45,0.841,0.363
Wolty,Q.E.P.D,Q.E.P.D,0VaGR19qdoi0tf2EbTY3yN,211428,0,0.819,-12.608,0.421,0.0862
J Balvin,Vibras,Cuando Tú Quieras,1tWpgH8rErSXPOkQKFCag9,205120,51,0.696,-5.063,0.668,0.31
Shawn Mendes,Illuminate,Honest,64GT5ReOko7xx6Nc7D8JsS,199186,55,0.821,-6.249,0.601,0.0637
Ivy Adara,Rebels,Rebels,36qh3jgsWjKLDBTeBb3lWW,176272,0,0.68,-5.673,0.629,0.0829
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1,166560,80,0.772,-7.119,0.639,0.0698
Khalid,Free Spirit,Intro,5BfMJ6iytQnu1r7iiCYSXe,213253,52,0.213,-9.725,0.414,0.0912
Shawn Mendes,Shawn Mendes,Perfectly Wrong,0UTHr20nqVFMoji8xYE9yl,212773,0,0.465,-11.748,0.311,0.0986
J Balvin,Vibras,En Mí (Interlude),1CU1MTRABcra8xqqT12jYq,53560,40,0.0866,-22.208,0.13,0.104
Rich Music LTD,The Academy,Imaginate,29ShXDWDedEwZkYc8Du08N,225013,72,0.691,-4.275,0.751,0.0808
Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",4nrPB8O7Y7wsOCJdgXkthe,214945,94,0.778,-5.6,0.632,0.0915
Spencer Lee,Teen Beach Movie,Meant to Be - Reprise 1,0oldkf8nfmAxnE4nVeHgOG,100533,43,0.385,-4.518,0.807,0.803
Why Don't We,8 Letters,Choose,0bSLDuIIIGla6l9C9DIXqP,173053,48,0.663,-4.536,0.715,0.85
Prince Paris,Hardwell On Air - Best Of January 2018,Glow,0zQkRs85BKAHax4WOSjXk2,175885,0,0.616,-4.436,0.765,0.149
La Ross Maria,Mi Regalo Mas Bonito,Mi Regalo Mas Bonito,3JgGutjAwNXGAxcXaqVgWe,151467,60,0.669,-7.925,0.524,0.223
Welinton Quiw,Pasé Por Tu Casa (Sesión Acústica),Pasé Por Tu Casa (Sesión Acústica),2jgs8obOpQODdjRk07LzlQ,72093,0,0.913,-5.901,0.39,0.101
Bars and Melody,143,Stay Strong,2HVcgoM7OmiDuQrfIrues1,172694,0,0.703,-6.16,0.642,0.388
Alexander 23,IDK You Yet,IDK You Yet,47EWMOElkkbMp5m9SBkx7d,184638,2,0.629,-11.735,0.306,0.124
$uicideboy$,Stop Staring At the Shadows,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,168489,81,0.792,-6.876,0.511,0.14
Bars and Melody,Generation Z,Faded,09rVMsPoIYUijNcMs0chGQ,212840,0,0.771,-6.096,0.888,0.109
Freya Ridings,Freya Ridings,Blackout,4G9riegFbyX3uBZhCACDQh,174278,49,0.324,-8.752,0.176,0.0924
Maluma,Magia,Pasarla Bien,2FCK2nyKq0QXzIuWC88hVj,214493,46,0.695,-3.417,0.879,0.335
Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon - Acoustic Piano,6YKT5HoPwjTwhHiCNQsBMK,217753,56,0.361,-6.472,0.332,0.107
Luciano Pereyra,Es Mi Culpa,Es Mi Culpa,6h4SYWP0uH7eINyfQ9SwqH,228586,20,0.601,-6.762,0.618,0.0956
Maikel Delacalle,Super Mix Latino,Replay,5PsXRzaG9Ikrq10csItcAZ,217103,1,0.726,-5.858,0.799,0.107
Demi Lovato,Confident,Stone Cold,3ioJ2eGWcONEvna37MpsiE,191307,0,0.41,-7.534,0.462,0.0975
Oriana Sabatini,Aliados,Ahora o Nunca,4maAZ4ZhPD4izQtL7lFlom,214493,33,0.599,-5.203,0.781,0.185
Nio Garcia,AM,AM,2dNhNlpZAtV4lwAFW45LIv,182496,69,0.83,-6.416,0.517,0.0916
Alan Silvestri,The Bodyguard - Original Soundtrack Album,Theme From The Bodyguard,7pFzrCFu9rDXwpACjPM18q,163360,42,0.117,-19.536,0.0857,0.111
PRETTYMUCH,Summer on You,Summer on You,07ipXN6CNTw34qwSYePKpg,205791,60,0.811,-6.55,0.447,0.462
The Kid LAROI,F*CK LOVE (SAVAGE),ERASE U,5AYFdu0Y60pOLAPDpAYONJ,109094,6,0.75,-5.134,0.641,0.193
Mac Miller,Swimming,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,271733,80,0.516,-9.105,0.546,0.0995
Grupo Betsaida,Con María ¡Si!,Dios Te Salve Maria,2rnVqSZxIWhBspqsJ7o6LB,305746,30,0.474,-10.918,0.155,0.115
Milky Chance,Blossom,Alive - Acoustic Version,0kGnpWmlN4zlxReMPrXDwE,196586,29,0.726,-13.61,0.264,0.154
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Tonight,6aprTzcndS5ykpH9pKA0O3,171920,38,0.814,-5.718,0.699,0.0937
Morat,Balas Perdidas,Yo No Merezco Volver,1uFl33ahAD59XrccuSxpkz,220155,63,0.399,-7.309,0.398,0.281
Ariana Grande,Sweetener,get well soon,7u6DMPznGbpziuEgCE0JGQ,322026,61,0.604,-6.564,0.449,0.0932
Maluma,PB.DB. The Mixtape,La Temperatura (feat. Eli Palacios),1ozW81PO3FG5BOOx7k76kS,224786,0,0.763,-4.873,0.82,0.316
Shawn Mendes,Illuminate,Hold On,66P8MvPsqu5sN0UgzLYZrf,199546,54,0.56,-8.599,0.275,0.164
Sebastian Yatra,MANTRA,Traicionera - Remix,341wMisUIHkGCvq5e8ZcZv,209320,56,0.77,-3.957,0.76,0.365
Dove Cameron,Descendants 2,"Rather Be With You - From ""Descendants: Wicked World""",3nQ7VJ4j4d23xgzpTPQkNn,134400,0,0.769,-5.473,0.832,0.157
Lil Nas X,Old Town Road,Old Town Road (feat. Billy Ray Cyrus) - Remix,6u7jPi22kF8CTQ3rb9DHE7,157066,7,0.878,-5.56,0.619,0.113
Patrick Doyle,Cinderella,Life and Laughter,3Wx0EkW769fejH20KVSAfr,94933,0,0.295,-21.364,0.113,0.348
Cash Cash,All My Love (feat. Conor Maynard),All My Love (feat. Conor Maynard),1839RWzPRZCVgvamu4sHSN,191330,51,0.59,-3.353,0.871,0.0739
Internet Money,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,195428,77,0.8,-6.142,0.658,0.111
Mike Bahía,Cuenta Conmigo (feat. Mozart La Para),Cuenta Conmigo (feat. Mozart La Para),3KvK89jd2onVdthF4hZNN4,202483,56,0.898,-4.608,0.677,0.132
David Guetta,Flames,Flames - Vladimir Cauchemar Remix,0QX6Q0zTj3HytMkcNbgWPm,204000,13,0.746,-5.868,0.758,0.0418
Coro Pascua Joven San Isidro,Alimento que da vida,Con vos,03K8vuHB10eexSIsxO8iIW,290795,35,0.462,-11.142,0.122,0.0993
Jhayco,CÓMO SE SIENTE,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,227520,80,0.807,-8.871,0.606,0.119
Fetty Wap,Fetty Wap,Trap Queen,5iNRPN7oYQvdB9AmeSW6d3,222093,69,0.746,-3.803,0.873,0.354
Forever in Your Mind,Your Favorite Songs from 100 Disney Channel Original Movies,DC Classics Medley,0exB22TmEl3roOVgelv5bj,211920,0,0.476,-5.27,0.832,0.0786
Olivia Rodrigo,SOUR,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,163586,79,0.473,-12.627,0.203,0.126
Patrick Doyle,Disney-Pixar All Time Favorites,"In Her Heart - From ""Brave"" / Soundtrack",3VqUOuIu1oeTxjHvWAXNj6,155506,0,0.25,-17.455,0.123,0.0977
Mark Ronson,Find U Again (feat. Camila Cabello),Find U Again (feat. Camila Cabello),1HpzOCZbNWzxvvXfSGtSrX,176416,58,0.605,-7.162,0.664,0.204
Bars and Melody,It Ain't Me,It Ain't Me,0iaBpgGhxSjphge1MMi6mt,216769,0,0.668,-7.802,0.507,0.0909
Coro Pascua Joven San Isidro,Alimento que da vida,A tanto amor,3cYCF0QsgH9vyS4NMj2iQk,293511,35,0.426,-10.188,0.215,0.0923
Rauw Alejandro,VICE VERSA,Cúrame,3PwRuzdphgedcWVUOVYJ7I,164705,4,0.765,-3.599,0.625,0.112
Ehrling,You Say,You Say,6pEoCqHF6gSqgpwBR57RR1,151879,44,0.854,-4.507,0.804,0.0767
Bizarrap,"Asan: Bzrp Music Sessions, Vol. 35","Asan: Bzrp Music Sessions, Vol. 35",5ZoYsrmeVPyJI4rhdBBJi1,154181,1,0.68,-8.402,0.576,0.109
Lynyrd Skynyrd,Second Helping,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,283800,84,0.596,-12.145,0.605,0.0863
Tommy Torres,FANTASÍA,Atado Entre Tus Manos,2apiCi7OVGRLn4N2cMAdKH,196640,0,0.447,-10.186,0.32,0.108
La Franela,Hacer Un Puente,Hacer un puente,18Q3WTfyWX1tdS1cp42NhA,282958,62,0.522,-4.908,0.659,0.187
The Kid LAROI,F*CK LOVE 3+: OVER YOU,BEST FOR ME,5TqyBpQregEG4VMK767HSB,142417,58,0.536,-6.749,0.482,0.123
Maluma,F.A.M.E.,How I Like It,65Vu1eyOopYOYVy40ticWh,171026,41,0.864,-4.521,0.603,0.112
Coro Pascua Joven San Isidro,Yo Me Entrego,Para Darlo a los Demás,3TBqr8hjqONayRn0xFtSFM,310079,25,0.473,-9.408,0.502,0.149
KAAZE,Hardwell On Air - Best Of January 2018,Black Sahara,736SC53LCOrUPtY59RoM9F,201796,0,0.446,-5.614,0.688,0.455
TINI,Fresa,Fresa,4BCPItsB94KDLuERZT3aNM,165646,11,0.781,-3.493,0.866,0.101
Nicky Jam,Jaleo,Jaleo,5qEDMy4lkVZ93et8y1VP99,176000,51,0.623,-3.773,0.872,0.0708
Cauty,Lloras,Lloras - Remix,3FhiU60cxfN2j4jRy5Y40w,292275,64,0.817,-4.632,0.651,0.135
Morat,Balas Perdidas,Cuando Nadie Ve,71iAechwVKGu26pahzFL0k,219586,81,0.806,-4.577,0.778,0.218
Myke Towers,Easy Money Baby,Tú,7xX3wvvcZvxGCa06KlgTCp,204746,74,0.805,-5.627,0.744,0.277
Daddy Yankee,Shaky Shaky,Shaky Shaky,58IL315gMSTD37DOZPJ2hf,234320,0,0.899,-4.228,0.626,0.0631
Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,190476,81,0.823,-6.606,0.586,0.193
Pala,Ponme,Ponme,38U8dbAhadvm7Afy3o38G5,100467,0,0.691,-11.19,0.292,0.112
Ciro y los Persas,Qué Placer Verte Otra Vez (Ferro 2014 en Vivo),Héroes de Malvinas (Después - Ferro 2014 en Vivo),5hX1FQHqsq2gvS3P5RRkS7,266213,0,0.426,-4.536,0.831,0.874
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,183750,59,0.659,-5.072,0.738,0.115
Sebastian Yatra,TBT,TBT,4s45VgkknMFkdiGoUcjxQU,239133,63,0.794,-1.959,0.855,0.142
Maria Becerra,LA NENA DE ARGENTINA,DESAFIANDO EL DESTINO,4rBQxFVwTnf99p818azSon,192703,74,0.446,-6.651,0.387,0.11
Camila Cabello,Camila,Never Be the Same - Radio Edit,0sVgOxAOOAj0K8PdFEGhrR,227240,48,0.627,-4.382,0.693,0.115
Grace VanderWaal,Perfectly Imperfect,Clay,78BX7MEzHfu2v94eVq1vGJ,216693,46,0.497,-7.435,0.246,0.111
Kidd Keo,Rockport Espacial,Ma Vie (feat. Yay),6UU24wuWgGwuSBAxDH866Z,233300,70,0.936,-4.928,0.825,0.0703
Bars and Melody,Generation Z,Fast Car,3jzEQ2B218GrbyCq0sZUoM,225720,0,0.632,-7.709,0.613,0.0928
La Champions Liga,Somos Nosotros,Tu Sin Mi,0Emn4SJi0WQ3G2KGGNcPdg,231305,0,0.545,-3.834,0.817,0.0922
Jack Johnson,In Between Dreams,Banana Pancakes,0BgbobvykXxEvxo2HhCuvM,191906,73,0.814,-8.017,0.373,0.0931
Shawn Mendes,Illuminate,Like This,3Qwd9wK176KgmorU7fCW6S,186946,53,0.546,-7.894,0.433,0.122
Los Nota Lokos,Soltera Vá,Soltera Vá,0ueg5iK0wyh5EgHvtIz4qL,161181,45,0.785,-6.412,0.531,0.0641
Khalid,American Teen,Saved,248OFOZef6ShXv6DGgbnxU,206533,69,0.739,-10.28,0.448,0.118
Shawn Mendes,Live At Madison Square Garden,I Don't Even Know Your Name / Aftertaste / Kid In Love / I Want You Back - Live Medley,65J3rDKoOPoNSk6NxLyGj4,436188,0,0.386,-6.067,0.775,0.957
TINI,TINI TINI TINI,Acércate,0iMa8G7ODf8szyruUYtnz1,142477,5,0.766,-6.302,0.41,0.216
Alec Benjamin,Narrated For You,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,181522,81,0.656,-5.566,0.577,0.296
Frijo,"Like Boss (Remix) (feat. Duki, Bizarrap, Akapellah, Moonkey, Polima Westcoast, Santoz, Zanto)","Like Boss - Remix (feat. Duki, Bizarrap, Akapellah, Polima Westcoast, Moonkey, Zanto, Santoz)",2H2pkZBzWDX2TzGW7sp014,362281,55,0.853,-5.271,0.612,0.231
Daniel Schulz,Turn Back Time,Turn Back Time,4KnnWpUyPfQD6X5SQSTlH3,223561,65,0.68,-6.533,0.346,0.26
Miley Cyrus,Younger Now,Younger Now,2fGxYYMQbVqgIdaqfz2OwA,248773,60,0.548,-4.881,0.873,0.138
Sebastian Yatra,FANTASÍA,Respiro,7xliurYoa731JMXQYdd0Ok,228746,45,0.522,-6.062,0.49,0.211
Years & Years,Communion,King,3AeicLnm55RqcXGBKYQolM,215360,74,0.56,-4.145,0.857,0.381
Paulina Rubio,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Mi Nuevo Vicio,6viV5D98jEDo68FC8HWWFC,241933,0,0.617,-4.876,0.938,0.0626
Tiago PZK,Házmelo,Házmelo,4uiFw0YvHosZT3qRf1QAvs,174952,57,0.36,-4.146,0.684,0.721
Morat,Balas Perdidas,Otras Se Pierden,3SvbcJH2seu1zs0PMjPS6F,234656,70,0.623,-4.523,0.903,0.107
Mau y Ricky,"Bota Fuego (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez)","Bota Fuego (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",4MxYiw28F30NGOaTZ1ySqd,252268,53,0.697,-3.425,0.886,0.296
Benjamín Amadeo,Vida Lejana,Perdí la Cuenta,6yLX8OirlLMy7KmEm8xEdh,212040,29,0.68,-5.135,0.798,0.0554
Years & Years,Palo Santo,Sanctify,6vTCTLxLrcJ3MUSouFW6op,192000,47,0.682,-5.554,0.63,0.282
Jaymes Young,Happiest Year,Happiest Year,5kcvBnt6DPX3AMEsCx1qDh,228442,5,0.501,-14.061,0.167,0.111
Sarah McLachlan,Toy Story 2 Original Soundtrack,When She Loved Me,50o8QmrUrzQRbdyfpx5Lez,185240,0,0.287,-14.672,0.128,0.102
Christian Leave,Use Somebody,Use Somebody,6dJ8LduGul7DWFOn5ja34V,163500,25,0.45,-7.952,0.255,0.108
Noah Kahan,Fine,Fine,2elxgOyiNPM0QYjixON7cn,205733,59,0.7,-6.337,0.784,0.161
Shawn Mendes,Live At Madison Square Garden,Don't Be A Fool - Live,6zanFFQdHko2cV8gQfaAL4,290575,0,0.49,-6.51,0.664,0.962
WOS,CARAVANA,MELÓN VINO,5uHAzGa4d9j35DEbhUwGhi,176394,72,0.62,-6.081,0.741,0.156
Maluma,Qué Pena,Qué Pena,5099x34vBakWpGkHourFxP,212711,63,0.635,-6.425,0.661,0.336
Sandro Cavazza,Used To,Used To,24qOlCdUSSU6ungmY6fZmi,174280,50,0.659,-8.16,0.451,0.0889
The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",Kill the Director,1tF1J2fK1F9iQ8UUD1Iai5,161560,63,0.41,-5.295,0.858,0.0897
Sebastian Yatra,FANTASÍA,Cristina,703iVQrfbQsXt7Uzgy1h8k,201626,73,0.411,-4.342,0.508,0.123
Bars and Melody,143,Complicated,44dKnQdajXTe2fM7eGTCMJ,199245,0,0.772,-5.74,0.803,0.187
Piso 21,Piso 21,Déjame,19nW2OGltMU6cVpJ5aImAb,174973,0,0.599,-6.555,0.654,0.259
Axel,Tus Ojos Mis Ojos (Edición Deluxe),Afinidad,5JwVlX4sjPHnQRiccP3tS4,201373,37,0.698,-5.028,0.643,0.116
Rauw Alejandro,Tattoo,Tattoo,7na7Bk98usp84FaOJFPv3d,202886,68,0.755,-5.144,0.617,0.0625
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),Come Alive,5xNUR50KxswPRAvx7S163g,225933,69,0.702,-9.411,0.77,0.211
MC Kevinho,O Bebê,O Bebê,51HrDv54pSe1IqynORNXBd,178099,0,0.81,-3.734,0.749,0.241
Morat,Amor Con Hielo,Amor Con Hielo,3gAKq8qx96veJ9Do7H9rBG,203690,0,0.647,-5.168,0.818,0.108
James TW,Soldier,Soldier,0P7hldeLJsslU345SbZi5R,224720,0,0.531,-6.12,0.648,0.098
Forever in Your Mind,Let Go,Let Go,2vyVHMxbHxI3luQOjW3RmV,204461,0,0.685,-5.021,0.82,0.333
Shawn Mendes,Illuminate,No Promises,6eUouFqCAodbsNRlndqHb2,166053,0,0.613,-6.754,0.638,0.162
Wolfine,Bella (Remix),Bella - Remix,0SKhd6uBssOAqEvlLuUr3s,218360,0,0.917,-6.621,0.476,0.103
Jacob Sartorius,The Last Text EP,Jordans,2DqPJuAzhqQ4sVQdRVhK0F,226817,25,0.714,-7.061,0.666,0.0631
